AAId,AId,BId,RId,SId,Date
1628970,411886,null,1,1,5/29/19
1629078,702648,null,2,1,5/29/19
1629144,256554,null,2,1,5/30/19
1629194,557298,null,1,1,5/30/19
1629447,736221,null,2,1,6/19/19
1629521,382377,null,2,1,6/19/19
1629619,159442,null,1,1,5/29/19
1629733,369477,null,1,1,5/29/19
1629823,171582,null,2,1,5/30/19
1629934,235949,null,2,1,6/2/19
1630210,341831,null,2,1,5/29/19
1630245,100544,null,1,1,6/18/19
1630586,399856,null,1,1,6/2/19
1630633,652026,null,1,1,4/29/19
1630675,503270,null,1,1,5/30/19
1630702,406887,null,2,1,6/18/19
1630712,785291,null,1,1,6/2/19
1630883,252744,null,1,1,4/29/19
1631023,741565,null,1,1,5/29/19
1631109,726831,null,1,1,6/18/19
1631156,818645,null,1,1,5/29/19
1631723,55169,null,1,1,4/29/19
1631726,21576,null,1,1,4/29/19
1631815,38128,null,1,1,4/29/19
1631881,139772,null,1,1,6/18/19
1632904,709431,null,2,1,5/30/19
1632911,215040,null,3,1,5/30/19
1633123,547776,null,1,1,6/18/19
1633161,547818,null,1,1,6/17/19
1633273,622733,null,1,1,6/17/19
1633470,666129,null,1,1,4/29/19
1633713,130158,null,1,1,6/17/19
1634073,600107,null,1,1,6/18/19
1634179,796612,null,1,1,6/17/19
1634555,561792,null,1,1,6/18/19
1634818,51963,null,2,1,5/30/19
1634879,697516,null,2,1,6/2/19
1634908,500839,null,1,1,6/19/19
1635136,273175,null,2,1,5/30/19
1635166,376559,null,1,1,5/30/19
1635365,837110,null,2,1,6/17/19
1635560,34430,null,2,1,5/30/19
1635740,375807,null,1,1,4/29/19
1635827,519383,null,1,1,4/29/19
1635853,384404,null,2,1,5/30/19
1635870,543095,null,1,1,6/19/19
1636036,138866,null,1,1,6/17/19
1636194,63464,null,2,1,5/29/19
1636740,702726,null,2,1,4/29/19
1636908,570296,null,1,1,6/17/19
1637211,742832,null,3,1,5/29/19
1637409,476841,null,1,1,6/17/19
1637706,561879,null,1,1,6/17/19
1637909,543045,null,1,1,6/18/19
1638126,454254,null,1,1,6/18/19
1638489,41830,null,2,1,6/2/19
1638494,745830,null,2,1,5/25/19
1638652,749739,null,2,1,5/29/19
1638723,831959,null,2,1,5/29/19
1638967,580987,null,1,1,4/29/19
1639183,475826,null,1,1,6/2/19
1639251,769307,null,1,1,6/17/19
1639632,675955,null,2,1,5/30/19
1639875,622868,null,1,1,6/19/19
1639879,463884,null,1,1,6/19/19
1639940,239311,null,2,1,5/30/19
1640218,359554,null,1,1,6/2/19
1640809,395875,null,1,1,4/29/19
1641087,857405,null,1,1,6/17/19
1641105,100247,null,1,1,6/19/19
1641148,622944,null,1,1,6/17/19
1641228,131576,null,1,1,6/17/19
1641357,687800,null,1,1,5/30/19
1641379,741478,null,1,1,5/30/19
1641589,457024,null,1,1,6/19/19
1641645,849126,null,1,1,5/30/19
1642159,783598,null,1,1,6/2/19
1642305,503179,null,1,1,6/19/19
1642388,631151,null,3,1,6/2/19
1642403,767392,null,2,1,5/25/19
1642690,824624,null,1,1,6/2/19
1642840,46835,null,2,1,5/30/19
1642930,26749,null,2,1,4/29/19
1643854,831211,null,1,1,6/2/19
1643939,761976,null,1,1,5/29/19
1643978,677903,null,1,1,5/30/19
1644123,170148,null,2,1,5/25/19
1644253,548074,null,1,1,6/17/19
1644410,217033,null,1,1,6/2/19
1644512,238826,null,2,1,5/29/19
1644620,732177,null,3,1,5/30/19
1644661,156195,null,1,1,6/17/19
1644732,824650,null,1,1,6/2/19
1645177,824924,null,1,1,6/17/19
1645316,621508,null,2,1,6/19/19
1645528,107070,null,1,1,6/17/19
1645727,692689,null,1,1,6/19/19
1645729,774576,null,1,1,6/19/19
1645760,569476,null,1,1,4/29/19
1646083,334994,null,1,1,6/2/19
1646297,217606,null,1,1,6/2/19
1646499,230469,null,2,1,5/30/19
1646774,451454,null,1,1,6/2/19
1646790,260334,null,1,1,5/29/19
1646861,796769,null,1,1,6/2/19
1646965,538222,null,1,1,5/25/19
1646992,622918,null,1,1,6/19/19
1646993,613329,null,1,1,6/19/19
1647014,287077,null,1,1,5/29/19
1647543,177049,null,2,1,4/29/19
1647594,769787,null,2,1,6/19/19
1648530,731638,null,1,1,5/30/19
1648658,213781,null,1,1,6/18/19
1649042,622789,null,1,1,6/18/19
1649369,833998,null,1,1,6/2/19
1649661,820172,null,1,1,5/25/19
1649717,292420,null,2,1,5/29/19
1649770,553621,null,1,1,5/29/19
1649924,762759,null,2,1,6/19/19
1650035,18319,null,1,1,4/29/19
1650348,692812,null,2,1,6/18/19
1650426,274452,null,2,1,4/29/19
1650536,460315,null,1,1,6/17/19
1650593,45509,null,2,1,5/30/19
1650691,268669,null,2,1,5/30/19
1650799,761478,null,1,1,6/17/19
1651091,746215,null,2,1,5/30/19
1651129,736272,null,2,1,6/17/19
1651437,383584,null,1,1,5/30/19
1651515,635216,null,2,1,4/29/19
1651785,528050,null,1,1,4/29/19
1652108,393268,null,2,1,5/30/19
1652360,259261,null,1,1,5/30/19
1652390,362307,null,2,1,4/29/19
1652830,333369,null,2,1,5/30/19
1653460,772631,null,1,1,5/29/19
1653505,237313,null,2,1,5/29/19
1653926,279369,null,1,1,4/29/19
1654307,299878,null,2,1,4/29/19
1654571,459276,null,1,1,6/18/19
1654877,259599,null,1,1,5/29/19
1654918,543210,null,1,1,6/18/19
1655154,529814,null,1,1,4/29/19
1655419,351509,null,2,1,6/19/19
1655605,464709,null,1,1,4/29/19
1655736,400234,null,1,1,4/29/19
1655753,239171,null,2,1,6/18/19
1655793,813844,null,1,1,6/18/19
1655796,30835,null,1,1,6/18/19
1655946,15203,null,1,1,5/29/19
1656113,310953,null,1,1,4/29/19
1656248,628670,null,3,1,5/30/19
1656382,97435,null,1,1,6/18/19
1657210,724261,null,2,1,5/29/19
1657261,772005,null,2,1,5/29/19
1657431,762476,null,1,1,6/18/19
1657451,773632,null,1,1,6/18/19
1657454,680826,null,1,1,6/18/19
1657661,237532,null,2,1,5/29/19
1657808,675295,null,1,1,6/18/19
1658625,725810,null,2,1,5/30/19
1658655,281826,null,2,1,4/29/19
1658768,464669,null,1,1,6/2/19
1658848,54034,null,1,1,6/17/19
1659063,244711,null,2,1,5/29/19
1659185,727994,null,1,1,6/18/19
1659438,832730,null,1,1,5/29/19
1659585,702160,null,2,1,6/17/19
1660181,734160,null,2,1,4/29/19
1660284,36497,null,1,1,6/2/19
1660358,62507,null,1,1,6/18/19
1660709,526490,null,1,1,6/17/19
1660977,56208,null,1,1,6/2/19
1661219,544641,null,1,1,5/25/19
1661468,505770,null,1,1,6/19/19
1661894,656743,null,1,1,5/29/19
1661979,597332,null,1,1,5/29/19
1662192,673391,null,2,1,5/30/19
1662434,370141,null,1,1,6/2/19
1662464,378935,null,2,1,5/30/19
1662500,612856,null,1,1,5/29/19
1662810,18141,null,0,1,6/2/19
1662839,723162,null,2,1,5/29/19
1662853,750938,null,2,1,5/29/19
1663210,746479,null,1,1,6/17/19
1663688,97654,null,1,1,6/18/19
1663902,152719,null,1,1,4/29/19
1664144,830936,null,2,1,6/17/19
1664335,40985,null,2,1,5/30/19
1664393,14659,null,1,1,6/2/19
1664536,829178,null,1,1,6/17/19
1664837,293423,null,2,1,4/29/19
1664985,746022,null,2,1,6/17/19
1665114,635718,null,2,1,6/19/19
1665130,355479,null,2,1,6/17/19
1665176,273004,null,2,1,6/17/19
1665367,275212,null,2,1,4/29/19
1665483,49103,null,2,1,6/19/19
1665789,714028,null,1,1,6/2/19
1666205,153693,null,1,1,5/25/19
1666453,100355,null,1,1,5/30/19
1666501,807131,null,1,1,6/17/19
1666784,780150,null,1,1,6/18/19
1666852,783975,null,1,1,6/2/19
1667342,622024,null,1,1,6/19/19
1667447,682224,null,1,1,5/30/19
1667532,155427,null,1,1,6/18/19
1667537,720231,null,2,1,6/18/19
1668110,824184,null,1,1,6/17/19
1668206,677954,null,1,1,6/19/19
1668402,22193,null,2,1,6/17/19
1668406,737258,null,3,1,6/17/19
1668593,275037,null,2,1,6/17/19
1668699,128983,null,1,1,6/17/19
1668734,542969,null,1,1,6/19/19
1668765,487775,null,1,1,5/30/19
1668925,514140,null,1,1,6/2/19
1669113,96602,null,1,1,6/19/19
1669274,720338,null,2,1,6/2/19
1669658,466935,null,1,1,5/29/19
1669818,832058,null,1,1,6/17/19
1669855,674716,null,2,1,5/29/19
1670167,548981,null,1,1,6/18/19
1670305,747178,null,1,1,6/18/19
1670447,364343,null,1,1,4/29/19
1670814,61968,null,1,1,6/17/19
1670885,853820,null,1,1,5/30/19
1671292,684864,null,2,1,4/29/19
1671376,579956,null,1,1,6/18/19
1671494,24556,null,2,1,6/18/19
1671532,771760,null,2,1,6/18/19
1671784,12821,null,1,1,6/19/19
1671790,387835,null,1,1,6/19/19
1672154,523549,null,2,1,4/29/19
1672241,639433,null,1,1,6/2/19
1672438,851720,null,1,1,4/29/19
1672896,685335,null,1,1,6/19/19
1673081,66421,null,2,1,6/2/19
1673276,613000,null,1,1,5/29/19
1673283,131596,null,2,1,5/29/19
1673619,236547,null,2,1,5/29/19
1673628,561723,null,1,1,5/29/19
1673691,462944,null,1,1,6/19/19
1673749,619197,null,1,1,6/18/19
1673761,620355,null,1,1,6/18/19
1673863,508217,null,1,1,6/19/19
1674147,165084,null,1,1,5/29/19
1674775,544675,null,1,1,6/17/19
1674997,474220,null,1,1,6/19/19
1675071,635765,null,1,1,6/18/19
1675416,40854,null,1,1,5/30/19
1675567,359315,null,2,1,5/30/19
1675746,217883,null,3,1,4/29/19
1675793,726933,null,1,1,6/17/19
1676078,255844,null,2,1,5/30/19
1676349,693970,null,2,1,6/18/19
1676464,27289,null,1,1,5/30/19
1676531,151245,null,1,1,6/17/19
1676547,446490,null,1,1,6/18/19
1676647,703626,null,2,1,5/29/19
1676698,41353,null,2,1,6/18/19
1676700,173678,null,1,1,6/18/19
1676715,748774,null,2,1,6/18/19
1677046,547878,null,1,1,5/29/19
1677059,247167,null,1,1,5/29/19
1677182,832214,null,1,1,6/17/19
1677250,18447,null,1,1,5/29/19
1677268,858275,null,1,1,6/17/19
1677468,222857,null,2,1,5/30/19
1677644,783034,null,1,1,4/29/19
1677837,277959,null,2,1,4/29/19
1678165,497662,null,1,1,6/19/19
1678495,858345,null,1,1,6/17/19
1678729,676300,null,2,1,6/19/19
1678744,466077,null,1,1,4/29/19
1678762,818927,null,1,1,4/29/19
1678935,822765,null,1,1,4/29/19
1679005,771448,null,1,1,6/18/19
1679049,557287,null,1,1,6/19/19
1679069,493002,null,1,1,6/19/19
1679129,761808,null,1,1,6/17/19
1679606,392300,null,1,1,4/29/19
1679718,297280,null,2,1,6/17/19
1679817,544775,null,1,1,6/17/19
1680108,829928,null,1,1,4/29/19
1680452,42588,null,2,1,5/30/19
1680560,819318,null,1,1,4/29/19
1681024,797009,null,1,1,4/29/19
1681220,154323,null,1,1,6/2/19
1681411,685362,null,1,1,6/2/19
1681697,687794,null,1,1,6/19/19
1681977,835947,null,1,1,6/17/19
1682167,150106,null,2,1,6/18/19
1682212,214569,null,1,1,5/30/19
1682221,207904,null,1,1,5/30/19
1682817,487170,null,1,1,6/19/19
1682885,46474,null,2,1,6/19/19
1682971,188993,null,3,1,5/30/19
1683057,206062,null,1,1,6/2/19
1683856,711121,null,1,1,6/19/19
1683858,137734,null,1,1,6/19/19
1684049,496606,null,1,1,6/19/19
1684097,502023,null,1,1,6/19/19
1684103,842149,null,1,1,4/29/19
1684415,407698,null,1,1,6/19/19
1684417,96445,null,1,1,6/19/19
1684701,208079,null,3,1,6/2/19
1684710,528388,null,1,1,6/2/19
1684755,741043,null,3,1,6/17/19
1685225,729478,null,2,1,6/18/19
1685394,508276,null,1,1,6/19/19
1685467,454590,null,1,1,6/2/19
1685610,667420,null,3,1,6/18/19
1685718,104142,null,1,1,5/29/19
1686065,477334,null,1,1,6/2/19
1686340,485018,null,1,1,6/18/19
1686553,628223,null,1,1,6/19/19
1686565,670447,null,1,1,6/2/19
1686594,55312,null,1,1,6/19/19
1686910,785197,null,1,1,5/29/19
1687148,711445,null,2,1,6/19/19
1687167,606368,null,1,1,6/2/19
1687326,84537,null,1,1,5/29/19
1687353,313078,null,1,1,6/19/19
1687609,181210,null,1,1,6/2/19
1688219,184415,null,1,1,5/29/19
1688568,69993,null,1,1,6/2/19
1688731,467585,null,1,1,6/18/19
1689312,639073,null,1,1,6/2/19
1689667,693230,null,1,1,6/18/19
1690020,760180,null,2,1,4/29/19
1690131,518695,null,1,1,4/29/19
1690615,509710,null,1,1,6/19/19
1690807,508240,null,1,1,6/2/19
1691352,600097,null,1,1,6/19/19
1691596,832161,null,1,1,6/17/19
1691630,833892,null,1,1,6/17/19
1691811,856462,null,1,1,6/18/19
1692216,623018,null,1,1,5/29/19
1692322,793058,null,1,1,5/29/19
1692691,774463,null,1,1,6/18/19
1692735,102357,null,1,1,5/30/19
1692859,767190,null,1,1,6/18/19
1693077,315281,null,2,1,6/18/19
1693313,544749,null,1,1,5/25/19
1693513,466606,null,2,1,6/19/19
1693926,609934,null,1,1,6/18/19
1694029,833661,null,1,1,6/17/19
1694313,745611,null,2,1,4/29/19
1694318,787334,null,1,1,4/29/19
1694324,784116,null,1,1,4/29/19
1694330,293399,null,2,1,4/29/19
1694588,136537,null,1,1,6/2/19
1694945,824675,null,1,1,6/17/19
1695560,684706,null,2,1,6/17/19
1695639,858877,null,1,1,6/17/19
1695781,770214,null,1,1,6/18/19
1696013,677891,null,1,1,6/17/19
1696164,731583,null,1,1,6/17/19
1696522,609984,null,1,1,6/18/19
1696607,540151,null,1,1,5/29/19
1696708,245988,null,2,1,5/30/19
1696737,673229,null,1,1,6/2/19
1696826,782311,null,1,1,5/29/19
1697112,280466,null,2,1,5/30/19
1697234,675300,null,1,1,6/17/19
1697309,245080,null,2,1,5/30/19
1697440,750937,null,2,1,6/2/19
1697682,657145,null,1,1,6/2/19
1697727,536403,null,1,1,6/19/19
1698362,343859,null,2,1,6/17/19
1698373,832809,null,1,1,6/17/19
1698928,780696,null,1,1,5/29/19
1698995,151649,null,1,1,6/19/19
1699509,358593,null,1,1,5/25/19
1699511,711481,null,2,1,5/25/19
1699754,193585,null,1,1,6/2/19
1699825,304387,null,3,1,6/2/19
1700290,661418,null,1,1,6/17/19
1700378,590924,null,3,1,5/30/19
1700385,599873,null,3,1,5/30/19
1700637,52302,null,1,1,5/25/19
1700852,751733,null,2,1,6/18/19
1701072,271967,null,2,1,5/30/19
1701156,606372,null,2,1,6/18/19
1701307,750706,null,2,1,6/2/19
1701366,701520,null,2,1,6/18/19
1701434,206754,null,1,1,5/25/19
1701687,797416,null,1,1,5/29/19
1701733,562051,null,1,1,6/18/19
1701763,160651,null,1,1,6/2/19
1701942,197096,null,3,1,6/2/19
1702129,129543,null,1,1,6/17/19
1702291,160700,null,1,1,6/2/19
1702338,241574,null,2,1,6/17/19
1702636,571931,null,1,1,5/30/19
1702800,750583,null,1,1,6/2/19
1703317,797581,null,1,1,5/29/19
1703652,25661,null,1,1,4/29/19
1703879,230616,null,2,1,5/25/19
1704374,711915,null,2,1,5/30/19
1704446,691854,null,2,1,6/19/19
1704637,756874,null,2,1,6/2/19
1704643,678842,null,2,1,6/2/19
1704795,687246,null,1,1,6/19/19
1705057,797880,null,1,1,4/29/19
1705242,686118,null,1,1,5/30/19
1705316,646921,null,3,1,5/30/19
1705338,500226,null,1,1,6/19/19
1705618,287138,null,1,1,6/2/19
1706224,646970,null,1,1,6/2/19
1706281,506580,null,1,1,4/29/19
1706616,93344,null,1,1,5/30/19
1706620,580304,null,1,1,5/30/19
1706724,402280,null,1,1,6/19/19
1706797,797926,null,1,1,4/29/19
1707129,404636,null,1,1,6/19/19
1707289,508124,null,1,1,4/29/19
1707405,36538,null,1,1,5/25/19
1707577,488913,null,1,1,5/30/19
1707615,690032,null,2,1,6/17/19
1707640,742697,null,1,1,6/17/19
1707793,671889,null,1,1,6/19/19
1707796,342970,null,2,1,6/2/19
1708382,546301,null,1,1,6/17/19
1708522,309345,null,2,1,6/18/19
1708547,214619,null,1,1,6/2/19
1708592,771576,null,1,1,5/30/19
1708856,319193,null,1,1,4/29/19
1708967,410372,null,1,1,6/17/19
1709335,734873,null,2,1,6/18/19
1709554,378527,null,1,1,6/17/19
1709589,714961,null,1,1,5/30/19
1709812,687454,null,2,1,6/17/19
1710211,692689,null,1,1,5/30/19
1711079,758407,null,1,1,6/19/19
1711321,224903,null,2,1,6/2/19
1711426,654796,null,1,1,6/2/19
1711469,242068,null,2,1,5/29/19
1711766,638087,null,1,1,5/29/19
1712300,774496,null,1,1,6/19/19
1712491,108457,null,1,1,6/17/19
1712880,755119,null,2,1,6/19/19
1713072,701542,null,2,1,5/29/19
1713085,270610,null,2,1,4/29/19
1713104,668805,null,1,1,4/29/19
1713135,197005,null,3,1,5/29/19
1713340,757574,null,2,1,6/19/19
1713381,81787,null,1,1,4/29/19
1713733,52751,null,2,1,4/29/19
1713877,394109,null,1,1,6/2/19
1715118,699228,null,1,1,6/2/19
1715129,699361,null,2,1,6/2/19
1715255,857461,null,1,1,6/19/19
1715276,374432,null,1,1,6/18/19
1715397,706869,null,1,1,6/2/19
1715626,383206,null,1,1,6/2/19
1715670,607254,null,1,1,5/30/19
1715705,554073,null,1,1,4/29/19
1716278,830733,null,1,1,6/18/19
1716311,626341,null,1,1,4/29/19
1716421,699321,null,2,1,6/2/19
1716658,278003,null,2,1,6/17/19
1716832,740333,null,1,1,6/2/19
1717002,689483,null,2,1,5/30/19
1717049,622517,null,1,1,6/17/19
1717338,408231,null,2,1,4/29/19
1717474,509841,null,1,1,6/18/19
1718119,694729,null,2,1,6/2/19
1718120,51477,null,1,1,6/2/19
1718181,824959,null,1,1,6/17/19
1718284,130891,null,1,1,4/29/19
1718330,564703,null,1,1,5/30/19
1718487,838144,null,1,1,6/2/19
1718502,757354,null,2,1,6/2/19
1718536,300092,null,2,1,6/17/19
1718540,673577,null,1,1,6/18/19
1718719,612925,null,1,1,6/17/19
1718775,610296,null,1,1,5/29/19
1719286,547736,null,1,1,5/30/19
1720053,48486,null,2,1,6/17/19
1720801,614058,null,1,1,6/2/19
1721023,210994,null,1,1,4/29/19
1721110,811686,null,1,1,4/29/19
1721189,705183,null,2,1,4/29/19
1721199,303857,null,1,1,4/29/19
1721233,491465,null,1,1,5/30/19
1721528,143920,null,2,1,6/18/19
1721694,621930,null,1,1,6/17/19
1721727,629230,null,1,1,6/19/19
1721808,239652,null,1,1,6/17/19
1722179,823880,null,1,1,6/19/19
1722546,829665,null,1,1,6/19/19
1722674,829683,null,1,1,6/18/19
1722754,479095,null,1,1,6/18/19
1722956,701976,null,2,1,6/18/19
1722997,257629,null,2,1,6/17/19
1723090,194621,null,1,1,6/18/19
1723284,503194,null,1,1,6/19/19
1723327,18717,null,2,1,6/17/19
1723528,689260,null,1,1,5/30/19
1723538,694675,null,2,1,6/19/19
1724413,509652,null,1,1,4/29/19
1724545,365779,null,1,1,6/18/19
1724553,674408,null,1,1,6/18/19
1725113,95408,null,1,1,6/2/19
1725161,656989,null,3,1,6/17/19
1725481,781914,null,1,1,5/30/19
1725601,97576,null,1,1,6/2/19
1725886,613311,null,1,1,5/30/19
1726167,66390,null,1,1,6/18/19
1726399,520236,null,1,1,5/29/19
1726580,538129,null,1,1,6/19/19
1726593,511721,null,1,1,6/19/19
1726610,739112,null,2,1,6/18/19
1726659,861090,null,1,1,5/30/19
1726834,765213,null,2,1,4/29/19
1726869,82434,null,1,1,5/30/19
1727098,246981,null,1,1,6/2/19
1727135,795884,null,1,1,6/18/19
1727252,685123,null,2,1,5/29/19
1727268,830725,null,1,1,6/19/19
1728310,665336,null,3,1,6/17/19
1728822,308967,null,2,1,5/29/19
1728846,687863,null,1,1,4/29/19
1729182,449346,null,1,1,5/29/19
1729193,545473,null,2,1,5/29/19
1729569,773815,null,1,1,5/30/19
1729683,742687,null,3,1,5/25/19
1729784,474043,null,1,1,5/30/19
1729842,312416,null,2,1,5/29/19
1730090,663248,null,1,1,6/2/19
1730239,486944,null,1,1,6/19/19
1730359,615918,null,1,1,4/29/19
1730395,225267,null,2,1,6/2/19
1730421,638503,null,1,1,4/29/19
1731076,832479,null,2,1,6/2/19
1731150,684651,null,2,1,4/29/19
1731640,677909,null,1,1,5/30/19
1731713,835760,null,1,1,6/19/19
1732126,345278,null,2,1,5/29/19
1732681,833456,null,1,1,6/2/19
1732908,829947,null,1,1,5/30/19
1733120,150006,null,1,1,6/19/19
1733906,792254,null,1,1,4/29/19
1733910,575402,null,1,1,4/29/19
1734156,714994,null,1,1,5/30/19
1734528,762087,null,1,1,5/29/19
1735026,612920,null,1,1,5/25/19
1735040,520919,null,1,1,5/30/19
1735144,160606,null,2,1,6/2/19
1735451,150413,null,2,1,4/29/19
1735580,797034,null,1,1,5/30/19
1735581,781752,null,1,1,5/30/19
1735665,462765,null,1,1,5/30/19
1735689,623038,null,1,1,5/30/19
1735744,617998,null,3,1,5/30/19
1735847,829979,null,1,1,5/30/19
1736350,51067,null,2,1,6/18/19
1736978,124275,null,1,1,6/17/19
1737212,547822,null,1,1,6/17/19
1737510,781705,null,1,1,5/30/19
1737971,808886,null,1,1,5/30/19
1737980,785281,null,1,1,5/30/19
1738149,670515,null,1,1,6/19/19
1738206,505722,null,1,1,6/19/19
1738341,858195,null,1,1,6/18/19
1738606,590177,null,2,1,6/19/19
1738973,29908,null,1,1,6/17/19
1739263,549221,null,1,1,6/2/19
1739367,543090,null,1,1,6/17/19
1739380,341682,null,2,1,6/17/19
1739619,824258,null,1,1,6/18/19
1739972,248230,null,1,1,6/18/19
1740060,858234,null,1,1,6/17/19
1740168,678936,null,2,1,5/29/19
1740326,86950,null,2,1,5/29/19
1740642,149087,null,1,1,6/17/19
1740647,45384,null,2,1,6/17/19
1740735,326485,null,2,1,5/25/19
1740855,857839,null,1,1,6/19/19
1741071,684712,null,2,1,6/19/19
1741077,513967,null,1,1,6/19/19
1741110,858132,null,1,1,6/19/19
1741469,858844,null,1,1,5/29/19
1741821,830916,null,1,1,6/19/19
1742061,37854,null,2,1,6/17/19
1742441,762149,null,2,1,5/30/19
1742467,300146,null,1,1,5/25/19
1742759,561804,null,1,1,4/29/19
1742818,832755,null,1,1,5/29/19
1743246,129342,null,2,1,4/29/19
1743835,23861,null,2,1,4/29/19
1743961,368533,null,1,1,6/19/19
1744450,683471,null,2,1,4/29/19
1745016,809188,null,1,1,5/30/19
1745243,9841,null,2,1,5/29/19
1745812,829151,null,1,1,6/18/19
1746271,613087,null,1,1,6/18/19
1746290,689026,null,2,1,6/18/19
1746292,724640,null,2,1,6/2/19
1746403,14758,null,1,1,6/17/19
1746621,795533,null,1,1,4/29/19
1747326,267072,null,2,1,5/25/19
1747420,94020,null,1,1,6/19/19
1747494,623145,null,1,1,6/17/19
1747575,764342,null,2,1,4/29/19
1747688,829135,null,1,1,6/18/19
1747708,622244,null,1,1,5/25/19
1747959,782552,null,1,1,5/30/19
1748097,747647,null,2,1,6/19/19
1748453,622512,null,1,1,6/19/19
1748486,715663,null,2,1,6/17/19
1748515,620340,null,1,1,6/19/19
1748615,543244,null,1,1,5/25/19
1749144,622606,null,1,1,5/25/19
1749203,681595,null,2,1,5/30/19
1749252,317166,null,2,1,6/19/19
1749713,810629,null,1,1,6/17/19
1749804,613363,null,1,1,6/17/19
1749987,258835,null,2,1,6/2/19
1750090,778542,null,1,1,5/25/19
1750419,317166,null,2,1,5/30/19
1750806,834590,null,1,1,5/30/19
1751059,362294,null,1,1,6/19/19
1751556,655835,null,1,1,6/2/19
1751801,789269,null,1,1,4/29/19
1751886,253277,null,2,1,6/17/19
1752013,53382,null,1,1,5/25/19
1752193,109761,null,1,1,6/17/19
1752630,727020,null,2,1,6/18/19
1752997,832217,null,1,1,6/17/19
1753312,510416,null,1,1,4/29/19
1753422,351840,null,2,1,4/29/19
1753588,655072,null,3,1,6/17/19
1753707,815820,null,1,1,4/29/19
1753876,283719,null,1,1,6/17/19
1754078,704709,null,1,1,6/19/19
1754311,207969,null,1,1,6/19/19
1754794,138814,null,1,1,5/25/19
1754962,345464,null,2,1,5/29/19
1754985,521650,null,1,1,5/29/19
1755054,748979,null,2,1,5/29/19
1755088,145458,null,1,1,4/29/19
1755135,311381,null,1,1,6/19/19
1755286,600029,null,1,1,6/19/19
1755295,828514,null,1,1,6/19/19
1755331,651989,null,1,1,5/30/19
1755514,832280,null,1,1,6/17/19
1755649,311109,null,2,1,6/18/19
1755733,832065,null,1,1,6/18/19
1755999,777721,null,2,1,6/19/19
1756053,554932,null,2,1,6/18/19
1756127,452602,null,1,1,5/30/19
1756314,832122,null,1,1,6/18/19
1756406,782783,null,1,1,5/30/19
1756419,856697,null,1,1,6/2/19
1756438,543103,null,1,1,6/18/19
1756551,672654,null,2,1,6/2/19
1756756,787440,null,1,1,5/30/19
1756757,784188,null,1,1,5/30/19
1756869,582245,null,1,1,4/29/19
1756980,238589,null,2,1,5/29/19
1757023,400141,null,1,1,4/29/19
1757710,806406,null,1,1,4/29/19
1758067,671816,null,1,1,5/29/19
1758412,274970,null,2,1,4/29/19
1758477,622676,null,1,1,6/19/19
1758635,786950,null,1,1,6/2/19
1758744,449253,null,1,1,5/29/19
1758831,796616,null,1,1,6/17/19
1758868,71732,null,1,1,6/17/19
1758949,669784,null,1,1,5/30/19
1759077,266102,null,2,1,6/17/19
1759261,498996,null,2,1,5/30/19
1759453,848465,null,1,1,6/2/19
1759510,753552,null,2,1,4/29/19
1759604,152923,null,2,1,6/17/19
1759919,637292,null,1,1,6/19/19
1759922,511846,null,1,1,6/19/19
1760121,184511,null,1,1,6/2/19
1760180,362969,null,1,1,6/19/19
1760388,287662,null,3,1,6/17/19
1760403,370050,null,1,1,6/17/19
1760440,637312,null,1,1,6/19/19
1760490,256478,null,2,1,4/29/19
1760698,833554,null,1,1,6/17/19
1760700,211243,null,1,1,6/17/19
1760879,604818,null,1,1,6/17/19
1761198,751949,null,2,1,6/17/19
1761618,835357,null,1,1,5/30/19
1761666,622920,null,1,1,6/18/19
1762014,832050,null,1,1,6/18/19
1762253,785991,null,1,1,5/30/19
1762585,362343,null,1,1,4/29/19
1762844,278956,null,1,1,5/29/19
1762911,610033,null,1,1,6/18/19
1763030,388868,null,1,1,6/18/19
1763141,216979,null,1,1,6/2/19
1763160,154253,null,2,1,6/2/19
1763183,670031,null,1,1,6/19/19
1763865,723082,null,1,1,5/29/19
1763951,50532,null,2,1,6/18/19
1764053,202797,null,3,1,6/18/19
1764213,146959,null,2,1,6/17/19
1764437,596758,null,1,1,4/29/19
1764601,21614,null,1,1,5/25/19
1764905,97084,null,1,1,6/19/19
1765098,761249,null,1,1,6/18/19
1765281,860799,null,1,1,4/29/19
1765294,306756,null,2,1,4/29/19
1765310,498827,null,1,1,5/30/19
1765435,816407,null,1,1,6/2/19
1765618,623412,null,1,1,5/29/19
1765707,365774,null,1,1,4/29/19
1765798,828601,null,1,1,6/19/19
1766183,206490,null,3,1,5/25/19
1766588,832245,null,1,1,6/19/19
1766906,146878,null,2,1,5/30/19
1767173,544333,null,1,1,6/19/19
1767299,567009,null,1,1,5/30/19
1767359,196978,null,3,1,5/30/19
1767726,838065,null,1,1,6/17/19
1768008,26802,null,2,1,6/17/19
1768192,736770,null,1,1,5/25/19
1768250,659614,null,3,1,6/17/19
1768535,621950,null,1,1,5/25/19
1768714,623105,null,1,1,5/30/19
1768786,618882,null,1,1,4/29/19
1768921,395621,null,1,1,5/30/19
1769353,680646,null,1,1,6/19/19
1769372,670432,null,1,1,6/19/19
1770020,210982,null,1,1,5/29/19
1770174,214598,null,1,1,5/29/19
1770723,533000,null,1,1,6/19/19
